prompt_number,prompt,thisN,thisTrialN,thisRepN,distraction_loop.thisRepN,distraction_loop.thisTrialN,distraction_loop.thisN,distraction_loop.thisIndex,thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,welcome_screen.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,wait4trigger_scanner.started,wait4trigger_text.started,scanner_trigger.started,wait4trigger_scanner.stopped,scanner_trigger.keys,scanner_trigger.rt,scanner_trigger.duration,fake_stimulus.started,fake_stimulus_text.started,fake_stimulus.stopped,distraction.started,prompt_constant.started,prompts.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.016233100002864376,0.03220960000180639,0.03220960000180639,11.588353500002995,a,11.482023799995659,0.07106159999966621,,,,,,,,,,,,,,,,,,999,001,2024-10-31_10h36.06.520,distraction,2024.2.4,60.070414548124056,2024-10-31 10h36.10.343653 -0400,
,,,,,,,,,,,,,,,,,,11.588382200017804,11.60477180001908,11.904988099995535,11.888531600008719,,,,,,,,,,,,,,999,001,2024-10-31_10h36.06.520,distraction,2024.2.4,60.070414548124056,2024-10-31 10h36.10.343653 -0400,
,,,,,,,,,,,,,,,,,,,,,,11.888554100005422,11.904988099995535,11.904988099995535,18.32756450001034,t,6.407632299989928,None,,,,,,,999,001,2024-10-31_10h36.06.520,distraction,2024.2.4,60.070414548124056,2024-10-31 10h36.10.343653 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32759490000899,18.343220200011274,30.3364710000169,,,,999,001,2024-10-31_10h36.06.520,distraction,2024.2.4,60.070414548124056,2024-10-31 10h36.10.343653 -0400,
1,What contributes to team spirit,0,0,0,0,0,0,0,30.35962770000333,,,,,,,,,,,,,,,,,,,,,,,30.34423620000598,30.35962770000333,30.35962770000333,,,,,,,,
