thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015617800003383309,0.03180860000429675,0.03180860000429675,,,,,,,,
